train_end,val_start,val_end,rank_ic,portfolio_ret_mean,equal_weight_ret_mean,excess_vs_equal_mean,win_rate_vs_equal,n_train,n_val
2025-11-06,2025-11-17,2025-11-21,0.08571201266017618,-0.006857814388996211,-0.016197202712296816,0.009339388323300607,0.8,71393,2488
2025-12-04,2025-12-15,2025-12-19,0.09576137386799366,0.03246153057515064,0.02767584917713552,0.004785681398015116,0.6,81342,2487
2026-01-05,2026-01-14,2026-01-20,0.025087681217683462,0.02781234076139138,0.026026636969925153,0.001785703791466222,0.4,91293,2473
2026-02-02,2026-02-11,2026-02-25,0.0867848178062769,0.0204478201240512,0.006718674878713531,0.01372914524533767,0.8,101222,2488
2026-03-10,2026-03-19,2026-03-25,0.03974268290628832,0.012473995190239732,0.0027070285016108707,0.009766966688628862,1.0,111166,2488
2026-04-08,2026-04-17,2026-04-23,0.04284169913706874,0.01752635588410296,-0.003525051050170231,0.0210514069342732,1.0,121111,2490
