train_end,val_start,val_end,rank_ic,portfolio_ret_mean,equal_weight_ret_mean,excess_vs_equal_mean,win_rate_vs_equal,n_train,n_val
2025-11-06,2025-11-17,2025-11-21,0.11215687729218589,-0.0056022269279388855,-0.016197202712296816,0.010594975784357932,1.0,71393,2488
2025-12-04,2025-12-15,2025-12-19,0.0532262970774529,0.03292956549516267,0.02767584917713552,0.0052537163180271535,0.8,81342,2487
2026-01-05,2026-01-14,2026-01-20,-0.0037398661132994394,0.008363722299717317,0.026026636969925153,-0.01766291467020784,0.2,91293,2473
2026-02-02,2026-02-11,2026-02-25,0.07668589933904808,0.01923927508341657,0.006718674878713531,0.012520600204703039,0.8,101222,2488
2026-03-10,2026-03-19,2026-03-25,0.029515674823332748,0.013825823590762532,0.0027070285016108707,0.011118795089151663,0.8,111166,2488
2026-04-08,2026-04-17,2026-04-23,0.016682949918047373,0.015332024793429022,-0.003525051050170231,0.018857075843599254,1.0,121111,2490
