train_end,val_start,val_end,rank_ic,portfolio_ret_mean,equal_weight_ret_mean,excess_vs_equal_mean,win_rate_vs_equal,n_train,n_val
2025-11-06,2025-11-17,2025-11-21,0.12116333380216895,-0.00565378793202211,-0.016197202712296816,0.010543414780274707,1.0,71393,2488
2025-12-04,2025-12-15,2025-12-19,0.20283659946236193,0.03975393564509409,0.02767584917713552,0.012078086467958578,0.8,81342,2487
2026-01-05,2026-01-14,2026-01-20,-0.03365946743455541,0.008498667196936212,0.026026636969925153,-0.017527969772988948,0.6,91293,2473
2026-02-02,2026-02-11,2026-02-25,0.08145554273769588,0.026859041202081557,0.006718674878713531,0.020140366323368027,1.0,101222,2488
2026-03-10,2026-03-19,2026-03-25,0.04404679264965549,0.012968329328088984,0.0027070285016108707,0.010261300826478114,1.0,111166,2488
2026-04-08,2026-04-17,2026-04-23,0.010122614182221407,0.014726756224977114,-0.003525051050170231,0.018251807275147344,1.0,121111,2490
