train_end,val_start,val_end,rank_ic,portfolio_ret_mean,equal_weight_ret_mean,excess_vs_equal_mean,win_rate_vs_equal,n_train,n_val
2025-11-06,2025-11-17,2025-11-21,0.11187493431958169,-0.004961061096769881,-0.016197202712296816,0.011236141615526935,1.0,71393,2488
2025-12-04,2025-12-15,2025-12-19,0.1806183690945708,0.03747372810609145,0.02767584917713552,0.009797878928955934,0.8,81342,2487
2026-01-05,2026-01-14,2026-01-20,-0.0318964948320769,0.006657072292798873,0.026026636969925153,-0.019369564677126284,0.6,91293,2473
2026-02-02,2026-02-11,2026-02-25,0.09652168131498066,0.025113489762111862,0.006718674878713531,0.018394814883398333,1.0,101222,2488
2026-03-10,2026-03-19,2026-03-25,0.04939740825479076,0.012761508280317793,0.0027070285016108707,0.01005447977870692,1.0,111166,2488
2026-04-08,2026-04-17,2026-04-23,0.022408460171472223,0.013942693868645408,-0.003525051050170231,0.01746774491881564,1.0,121111,2490
