train_end,val_start,val_end,rank_ic,portfolio_ret_mean,equal_weight_ret_mean,excess_vs_equal_mean,win_rate_vs_equal,n_train,n_val
2025-11-06,2025-11-17,2025-11-21,0.09831985965978851,-0.0057852329378138044,-0.016197202712296816,0.010411969774483013,0.8,71393,2488
2025-12-04,2025-12-15,2025-12-19,0.09576137386799366,0.03246153057515064,0.02767584917713552,0.004785681398015116,0.6,81342,2487
2026-01-05,2026-01-14,2026-01-20,0.009493038528070975,0.021916781055261153,0.026026636969925153,-0.004109855914664005,0.4,91293,2473
2026-02-02,2026-02-11,2026-02-25,0.0901926780319074,0.026602077538562852,0.006718674878713531,0.01988340265984932,0.8,101222,2488
2026-03-10,2026-03-19,2026-03-25,0.029381408193199475,0.011059151327512265,0.0027070285016108707,0.008352122825901392,1.0,111166,2488
2026-04-08,2026-04-17,2026-04-23,0.0401433600526501,0.017039533366129338,-0.003525051050170231,0.020564584416299568,0.8,121111,2490
