model,mean_excess,median_excess,std_excess,worst_excess,best_excess,win_rate,mean_ic
ridge,0.00841203430371301,0.00667870017590971,0.01447640272787153,-0.013944397977561463,0.029557642571853938,0.8333333333333334,0.011099972391364185
ENSEMBLE_WEIGHTED_3XGB,0.0023983303787729233,0.00684540740589601,0.01912879809877432,-0.028725677046715345,0.021793191298072348,0.6666666666666666,
xgb_conservative_top75,-0.00033802893855794093,-0.002394821736086198,0.0206723159023124,-0.02626010129989126,0.02718049573114681,0.5,0.06057407293053998
xgb_stable_top50,-0.0028578098301096397,-0.0070497717343136436,0.022207959382373698,-0.024945162203420017,0.03007256762230165,0.5,0.0665954960948606
xgb_aggressive_top30,-0.00448038111911525,-0.005620917533795419,0.03378079004004065,-0.042172478400495095,0.04384681910615723,0.5,0.04308541728698024
